jd,wd,车辆类型,过车数量,年,月,日,卡口名称
116.36,36.38,小型汽车,32,2021,3,1,407卡口
116.36,36.38,大型汽车,1,2021,3,1,407卡口
116.36,36.38,小型普通客车,614,2021,3,1,407卡口
116.36,36.38,重型栏板货车,3,2021,3,1,407卡口
116.36,36.38,小型普通客车,250,2021,3,1,407卡口
116.36,36.38,重型栏板货车,4,2021,3,1,407卡口
116.36,36.38,小型普通客车,284,2021,3,1,407卡口
116.36,36.38,重型栏板货车,4,2021,3,1,407卡口
116.36,36.38,小型汽车,43,2021,3,2,407卡口
116.36,36.38,大型汽车,1,2021,3,2,407卡口
116.36,36.38,小型普通客车,4,2021,3,2,407卡口
116.36,36.38,重型栏板货车,1,2021,3,2,407卡口
116.36,36.38,小型普通客车,658,2021,3,2,407卡口
116.36,36.38,重型栏板货车,3,2021,3,2,407卡口
116.36,36.38,小型普通客车,256,2021,3,2,407卡口
116.36,36.38,重型栏板货车,6,2021,3,2,407卡口
116.36,36.38,小型普通客车,334,2021,3,2,407卡口
116.36,36.38,重型栏板货车,1,2021,3,2,407卡口
116.36,36.38,微型栏板货车,1,2021,3,2,407卡口
116.36,36.38,小型汽车,40,2021,3,3,407卡口
116.36,36.38,大型汽车,1,2021,3,3,407卡口
116.36,36.38,小型汽车,27,2021,3,3,407卡口
116.36,36.38,大型汽车,1,2021,3,3,407卡口
116.36,36.38,小型汽车,33,2021,3,3,407卡口
116.36,36.38,大型汽车,1,2021,3,3,407卡口
116.36,36.38,小型普通客车,4,2021,3,3,407卡口
116.36,36.38,重型栏板货车,2,2021,3,3,407卡口
116.36,36.38,普通二轮摩托车,1,2021,3,3,407卡口
116.36,36.38,小型普通客车,627,2021,3,3,407卡口
116.36,36.38,重型栏板货车,3,2021,3,3,407卡口
116.36,36.38,小型普通客车,275,2021,3,3,407卡口
116.36,36.38,重型栏板货车,4,2021,3,3,407卡口
116.36,36.38,小型普通客车,297,2021,3,3,407卡口
116.36,36.38,重型栏板货车,2,2021,3,3,407卡口
116.36,36.38,小型汽车,29,2021,3,4,407卡口
116.36,36.38,大型汽车,1,2021,3,4,407卡口
116.36,36.38,小型普通客车,657,2021,3,4,407卡口
116.36,36.38,重型栏板货车,3,2021,3,4,407卡口
116.36,36.38,小型普通客车,295,2021,3,4,407卡口
116.36,36.38,重型栏板货车,4,2021,3,4,407卡口
116.36,36.38,小型普通客车,321,2021,3,4,407卡口
116.36,36.38,重型栏板货车,2,2021,3,4,407卡口
116.36,36.38,大型汽车,1,2021,3,5,407卡口
116.36,36.38,小型汽车,1,2021,3,5,407卡口
116.36,36.38,小型普通客车,637,2021,3,5,407卡口
116.36,36.38,重型栏板货车,6,2021,3,5,407卡口
116.36,36.38,小型普通客车,293,2021,3,5,407卡口
116.36,36.38,重型栏板货车,10,2021,3,5,407卡口
116.36,36.38,小型普通客车,312,2021,3,5,407卡口
116.36,36.38,重型栏板货车,5,2021,3,5,407卡口
116.36,36.38,小型普通客车,6,2021,3,6,407卡口
116.36,36.38,重型栏板货车,2,2021,3,6,407卡口
116.36,36.38,小型普通客车,506,2021,3,6,407卡口
116.36,36.38,重型栏板货车,3,2021,3,6,407卡口
116.36,36.38,小型普通客车,260,2021,3,6,407卡口
116.36,36.38,重型栏板货车,4,2021,3,6,407卡口
116.36,36.38,小型普通客车,253,2021,3,6,407卡口
116.36,36.38,重型栏板货车,1,2021,3,6,407卡口
116.36,36.38,微型栏板货车,1,2021,3,6,407卡口
116.36,36.38,小型汽车,27,2021,3,7,407卡口
116.36,36.38,大型汽车,1,2021,3,7,407卡口
116.36,36.38,小型普通客车,355,2021,3,7,407卡口
116.36,36.38,重型栏板货车,5,2021,3,7,407卡口
116.36,36.38,小型普通客车,245,2021,3,7,407卡口
116.36,36.38,重型栏板货车,9,2021,3,7,407卡口
116.36,36.38,小型普通客车,265,2021,3,7,407卡口
116.36,36.38,重型栏板货车,1,2021,3,7,407卡口
116.36,36.38,小型汽车,34,2021,3,8,407卡口
116.36,36.38,大型汽车,2,2021,3,8,407卡口
116.36,36.38,小型汽车,26,2021,3,8,407卡口
116.36,36.38,大型汽车,1,2021,3,8,407卡口
116.36,36.38,小型普通客车,642,2021,3,8,407卡口
116.36,36.38,重型栏板货车,2,2021,3,8,407卡口
116.36,36.38,微型栏板货车,1,2021,3,8,407卡口
116.36,36.38,小型普通客车,272,2021,3,8,407卡口
116.36,36.38,重型栏板货车,5,2021,3,8,407卡口
116.36,36.38,小型普通客车,275,2021,3,8,407卡口
116.36,36.38,重型栏板货车,4,2021,3,8,407卡口
116.36,36.38,小型汽车,42,2021,3,9,407卡口
116.36,36.38,大型汽车,1,2021,3,9,407卡口
116.36,36.38,小型普通客车,5,2021,3,9,407卡口
116.36,36.38,重型栏板货车,1,2021,3,9,407卡口
116.36,36.38,小型普通客车,620,2021,3,9,407卡口
116.36,36.38,重型栏板货车,6,2021,3,9,407卡口
116.36,36.38,小型普通客车,271,2021,3,9,407卡口
116.36,36.38,重型栏板货车,7,2021,3,9,407卡口
116.36,36.38,小型普通客车,300,2021,3,9,407卡口
116.36,36.38,重型栏板货车,4,2021,3,9,407卡口
116.36,36.38,小型汽车,32,2021,3,10,407卡口
116.36,36.38,大型汽车,1,2021,3,10,407卡口
116.36,36.38,小型汽车,27,2021,3,10,407卡口
116.36,36.38,大型汽车,1,2021,3,10,407卡口
116.36,36.38,小型普通客车,624,2021,3,10,407卡口
116.36,36.38,重型栏板货车,7,2021,3,10,407卡口
116.36,36.38,小型普通客车,274,2021,3,10,407卡口
116.36,36.38,重型栏板货车,7,2021,3,10,407卡口
116.36,36.38,小型普通客车,283,2021,3,10,407卡口
116.36,36.38,微型栏板货车,1,2021,3,10,407卡口
116.36,36.38,小型汽车,22,2021,3,11,407卡口
116.36,36.38,大型汽车,2,2021,3,11,407卡口
116.36,36.38,小型普通客车,7,2021,3,11,407卡口
116.36,36.38,重型栏板货车,1,2021,3,11,407卡口
116.36,36.38,小型普通客车,586,2021,3,11,407卡口
116.36,36.38,重型栏板货车,8,2021,3,11,407卡口
116.36,36.38,小型普通客车,226,2021,3,11,407卡口
116.36,36.38,重型栏板货车,2,2021,3,11,407卡口
116.36,36.38,小型普通客车,293,2021,3,11,407卡口
116.36,36.38,重型栏板货车,2,2021,3,11,407卡口
116.36,36.38,小型汽车,31,2021,3,12,407卡口
116.36,36.38,大型汽车,3,2021,3,12,407卡口
116.36,36.38,小型普通客车,652,2021,3,12,407卡口
116.36,36.38,重型栏板货车,8,2021,3,12,407卡口
116.36,36.38,小型普通客车,270,2021,3,12,407卡口
116.36,36.38,重型栏板货车,4,2021,3,12,407卡口
